# lemma(1sg.pres)	V;1;SG;IND;PRS	V;2;SG;IND;PRS	V;3;SG;IND;PRS	V;1;PL;IND;PRS	V;2;PL;IND;PRS	V;3;PL;IND;PRS	V;1;SG;IND;IPFV	V;2;SG;IND;IPFV	V;3;SG;IND;IPFV	V;1;PL;IND;IPFV	V;2;PL;IND;IPFV	V;3;PL;IND;IPFV	V;1;SG;IND;PST	V;2;SG;IND;PST	V;3;SG;IND;PST	V;1;PL;IND;PST	V;2;PL;IND;PST	V;3;PL;IND;PST	V;1;SG;ADM;PRS	V;2;SG;ADM;PRS	V;3;SG;ADM;PRS	V;1;PL;ADM;PRS	V;2;PL;ADM;PRS	V;3;PL;ADM;PRS	V;1;SG;ADM;IPFV	V;2;SG;ADM;IPFV	V;3;SG;ADM;IPFV	V;1;PL;ADM;IPFV	V;2;PL;ADM;IPFV	V;3;PL;ADM;IPFV	V;2;SG;IMP	V;2;PL;IMP	V;V.PTCP  ("-" = productive -oj default)
celfis	celfis	celfis	celfis	celfisim	celfisni	celfisin	celfisja	celfisje	celfiste	celfisnim	celfisnit	celfisnin	celfisa	celfise	celfisi	celfisëm	celfisët	celfisën	celfiskam	celfiske	celfiska	celfiskemi	celfiskeni	celfiskan	celfiskësha	celfiskëshe	celfiskësh	celfiskëshim	celfiskëshit	celfiskëshin	celfis	celfisni	celfisur
cenos	cenos	cenos	cenos	cenosim	cenosni	cenosin	cenosja	cenosje	cenoste	cenosnim	cenosnit	cenosnin	cenosa	cenose	cenoscen	cenosëm	cenosët	cenosën	cenoskam	cenoske	cenoska	cenoskemi	cenoskeni	cenoskan	cenoskësha	cenoskëshe	cenoskësh	cenoskëshim	cenoskëshit	cenoskëshin	cenos	cenosni	cenosur
cergos	cergos	cergos	cergos	cergosim	cergosni	cergosin	cergosja	cergosje	cergoste	cergosnim	cergosnit	cergosnin	cergosa	cergose	cergosi	cergosëm	cergosët	cergosën	cergoskam	cergoske	cergoska	cergoskemi	cergoskeni	cergoskan	cergoskësha	cergoskëshe	cergoskësh	cergoskëshim	cergoskëshit	cergoskëshin	cergos	cergosni	cergosur
cerk	cerk	cerk	cerk	cerkim	cerkni	cerkin	cerkja	cerkje	cerkte	cerknim	cerknit	cerknin	cerka	cerke	cerku	cerkëm	cerkët	cerkën	cerkkam	cerkke	cerkka	cerkkemi	cerkkeni	cerkkan	cerkkësha	cerkkëshe	cerkkësh	cerkkëshim	cerkkëshit	cerkkëshin	cerk	cerkni	cerkur
ciflos	ciflos	ciflos	ciflos	ciflosim	ciflosni	ciflosin	ciflosja	ciflosje	cifloste	ciflosnim	ciflosnit	ciflosnin	ciflosa	ciflose	cifloscifl	ciflosëm	ciflosët	ciflosën	cifloskam	cifloske	cifloska	cifloskemi	cifloskeni	cifloskan	cifloskësha	cifloskëshe	cifloskësh	cifloskëshim	cifloskëshit	cifloskëshin	ciflos	ciflosni	ciflosur
cik	cik	cik	cik	cikim	cikni	cikin	cikja	cikje	cikte	ciknim	ciknit	ciknin	cika	cike	ciku	cikëm	cikët	cikën	cikkam	cikke	cikka	cikkemi	cikkeni	cikkan	cikkësha	cikkëshe	cikkësh	cikkëshim	cikkëshit	cikkëshin	cik	cikni	cikur
cikalos	cikalos	cikalos	cikalos	cikalosim	cikalosni	cikalosin	cikalosja	cikalosje	cikaloste	cikalosnim	cikalosnit	cikalosnin	cikalosa	cikalose	cikalosi	cikalosëm	cikalosët	cikalosën	cikaloskam	cikaloske	cikaloska	cikaloskemi	cikaloskeni	cikaloskan	cikaloskësha	cikaloskëshe	cikaloskësh	cikaloskëshim	cikaloskëshit	cikaloskëshin	cikalos	cikalosni	cikalosur
cikat	cikat	cikat	cikat	cikatim	cikatni	cikatin	cikatja	cikatje	cikatte	cikatnim	cikatnit	cikatnin	cikata	cikate	cikati	cikatëm	cikatët	cikatën	cikatkam	cikatke	cikatka	cikatkemi	cikatkeni	cikatkan	cikatkësha	cikatkëshe	cikatkësh	cikatkëshim	cikatkëshit	cikatkëshin	cikat	cikatni	cikatur
cikoj	cikohem	cikohesh	cikohet	cikohemi	cikoheni	cikohen	cikohesha	cikoheshe	cikohej	cikoheshim	cikoheshit	cikoheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	cikohuni	-
cimbidh	cimbidh	cimbidh	cimbidh	cimbidhim	cimbidhni	cimbidhin	cimbidhja	cimbidhje	cimbidhte	cimbidhnim	cimbidhnit	cimbidhnin	cimbidha	cimbidhe	cimbidhi	cimbidhëm	cimbidhët	cimbidhën	cimbidhkam	cimbidhke	cimbidhka	cimbidhkemi	cimbidhkeni	cimbidhkan	cimbidhkësha	cimbidhkëshe	cimbidhkësh	cimbidhkëshim	cimbidhkëshit	cimbidhkëshin	cimbidh	cimbidhni	cimbidhur
cimbis	cimbis	cimbis	cimbis	cimbisim	cimbisni	cimbisin	cimbisja	cimbisje	cimbiste	cimbisnim	cimbisnit	cimbisnin	cimbisa	cimbise	cimbisi	cimbisëm	cimbisët	cimbisën	cimbiskam	cimbiske	cimbiska	cimbiskemi	cimbiskeni	cimbiskan	cimbiskësha	cimbiskëshe	cimbiskësh	cimbiskëshim	cimbiskëshit	cimbiskëshin	cimbis	cimbisni	cimbisur
cing	cing	cing	cing	cingim	cingni	cingin	cingja	cingje	cingte	cingnim	cingnit	cingnin	cinga	cinge	cingu	cingëm	cingët	cingën	cingkam	cingke	cingka	cingkemi	cingkeni	cingkan	cingkësha	cingkëshe	cingkësh	cingkëshim	cingkëshit	cingkëshin	cing	cingni	cingur
cingaris	cingaris	cingaris	cingaris	cingarisim	cingarisni	cingarisin	cingarisja	cingarisje	cingariste	cingarisnim	cingarisnit	cingarisnin	cingarisa	cingarise	cingarisi	cingarisëm	cingarisët	cingarisën	cingariskam	cingariske	cingariska	cingariskemi	cingariskeni	cingariskan	cingariskësha	cingariskëshe	cingariskësh	cingariskëshim	cingariskëshit	cingariskëshin	cingaris	cingarisni	cingarisur
cingëris	cingëris	cingëris	cingëris	cingërisim	cingërisni	cingërisin	cingërisja	cingërisje	cingëriste	cingërisnim	cingërisnit	cingërisnin	cingërisa	cingërise	cingërisi	cingërisëm	cingërisët	cingërisën	cingëriskam	cingëriske	cingëriska	cingëriskemi	cingëriskeni	cingëriskan	cingëriskësha	cingëriskëshe	cingëriskësh	cingëriskëshim	cingëriskëshit	cingëriskëshin	cingëris	cingërisni	cingërisur
cirk	cirk	cirk	cirk	cirkim	cirkni	cirkin	cirkja	cirkje	cirkte	cirknim	cirknit	cirknin	cirka	cirke	cirki	cirkëm	cirkët	cirkën	cirkkam	cirkke	cirkka	cirkkemi	cirkkeni	cirkkan	cirkkësha	cirkkëshe	cirkkësh	cirkkëshim	cirkkëshit	cirkkëshin	cirk	cirkni	cirkur
cirris	cirris	cirris	cirris	cirrisim	cirrisni	cirrisin	cirrisja	cirrisje	cirriste	cirrisnim	cirrisnit	cirrisnin	cirrisa	cirrise	cirrisi	cirrisëm	cirrisët	cirrisën	cirriskam	cirriske	cirriska	cirriskemi	cirriskeni	cirriskan	cirriskësha	cirriskëshe	cirriskësh	cirriskëshim	cirriskëshit	cirriskëshin	cirris	cirrisni	cirrisur
cit	cit	cit	cit	citim	citni	citin	citja	citje	citte	citnim	citnit	citnin	cita	cite	citi	citëm	citët	citën	citkam	citke	citka	citkemi	citkeni	citkan	citkësha	citkëshe	citkësh	citkëshim	citkëshit	citkëshin	cit	citni	citur
ciukat	ciukat	ciukat	ciukat	ciukatim	ciukatni	ciukatin	ciukatja	ciukatje	ciukatte	ciukatnim	ciukatnit	ciukatnin	ciukata	ciukate	ciukati	ciukatëm	ciukatët	ciukatën	ciukatkam	ciukatke	ciukatka	ciukatkemi	ciukatkeni	ciukatkan	ciukatkësha	ciukatkëshe	ciukatkësh	ciukatkëshim	ciukatkëshit	ciukatkëshin	ciukat	ciukatni	ciukatur
cjunis	cjunis	cjunis	cjunis	cjunisim	cjunisni	cjunisin	cjunisja	cjunisje	cjuniste	cjunisnim	cjunisnit	cjunisnin	cjunisa	cjunise	cjunisi	cjunisëm	cjunisët	cjunisën	cjuniskam	cjuniske	cjuniska	cjuniskemi	cjuniskeni	cjuniskan	cjuniskësha	cjuniskëshe	cjuniskësh	cjuniskëshim	cjuniskëshit	cjuniskëshin	cjunis	cjunisni	cjunisur
cmatos	cmatos	cmatos	cmatos	cmatosim	cmatosni	cmatosin	cmatosja	cmatosje	cmatoste	cmatosnim	cmatosnit	cmatosnin	cmatosa	cmatose	cmatosi	cmatosëm	cmatosët	cmatosën	cmatoskam	cmatoske	cmatoska	cmatoskemi	cmatoskeni	cmatoskan	cmatoskësha	cmatoskëshe	cmatoskësh	cmatoskëshim	cmatoskëshit	cmatoskëshin	cmatos	cmatosni	cmatosur
cof	cof	cof	cof	cofim	cofni	cofin	cofja	cofje	cofte	cofnim	cofnit	cofnin	cofa	cofe	cofi	cofëm	cofët	cofën	cofkam	cofke	cofka	cofkemi	cofkeni	cofkan	cofkësha	cofkëshe	cofkësh	cofkëshim	cofkëshit	cofkëshin	cof	cofni	cofur
cok	cok	cok	cok	cokim	cokni	cokin	cokja	cokje	cokte	coknim	coknit	coknin	coka	coke	coku	cokëm	cokët	cokën	cokkam	cokke	cokka	cokkemi	cokkeni	cokkan	cokkësha	cokkëshe	cokkësh	cokkëshim	cokkëshit	cokkëshin	cok	cokni	cokur
cokat	cokat	cokat	cokat	cokatim	cokatni	cokatin	cokatja	cokatje	cokatte	cokatnim	cokatnit	cokatnin	cokata	cokate	cokati	cokatëm	cokatët	cokatën	cokatkam	cokatke	cokatka	cokatkemi	cokatkeni	cokatkan	cokatkësha	cokatkëshe	cokatkësh	cokatkëshim	cokatkëshit	cokatkëshin	cokat	cokatni	cokatur
crog	crog	crog	crog	crogim	crogni	crogin	crogja	crogje	crogte	crognim	crognit	crognin	croga	croge	crogi	crogëm	crogët	crogën	crogkam	crogke	crogka	crogkemi	crogkeni	crogkan	crogkësha	crogkëshe	crogkësh	crogkëshim	crogkëshit	crogkëshin	crog	crogni	crogur
cuk	cuk	cuk	cuk	cukim	cukni	cukin	cukja	cukje	cukte	cuknim	cuknit	cuknin	cuka	cuke	cuku	cukëm	cukët	cukën	cukkam	cukke	cukka	cukkemi	cukkeni	cukkan	cukkësha	cukkëshe	cukkësh	cukkëshim	cukkëshit	cukkëshin	cuk	cukni	cukur
cukat	cukat	cukat	cukat	cukatim	cukatni	cukatin	cukatja	cukatje	cukatte	cukatnim	cukatnit	cukatnin	cukata	cukate	cukati	cukatëm	cukatët	cukatën	cukatkam	cukatke	cukatka	cukatkemi	cukatkeni	cukatkan	cukatkësha	cukatkëshe	cukatkësh	cukatkëshim	cukatkëshit	cukatkëshin	cukat	cukatni	cukatur
cullakos	cullakos	cullakos	cullakos	cullakosim	cullakosni	cullakosin	cullakosja	cullakosje	cullakoste	cullakosnim	cullakosnit	cullakosnin	cullakosa	cullakose	cullakoscullak	cullakosëm	cullakosët	cullakosën	cullakoskam	cullakoske	cullakoska	cullakoskemi	cullakoskeni	cullakoskan	cullakoskësha	cullakoskëshe	cullakoskësh	cullakoskëshim	cullakoskëshit	cullakoskëshin	cullakos	cullakosni	cullakosur
curr	curr	curr	curr	currim	currni	currin	currja	currje	currte	currnim	currnit	currnin	curra	curre	curri	currëm	currët	currën	currkam	currke	currka	currkemi	currkeni	currkan	currkësha	currkëshe	currkësh	currkëshim	currkëshit	currkëshin	curr	currni	currur
currat	currat	currat	currat	curratim	curratni	curratin	curratja	curratje	curratte	curratnim	curratnit	curratnin	currata	currate	currati	curratëm	curratët	curratën	curratkam	curratke	curratka	curratkemi	curratkeni	curratkan	curratkësha	curratkëshe	curratkësh	curratkëshim	curratkëshit	curratkëshin	currat	curratni	curratur
cut	cut	cut	cut	cutim	cutni	cutin	cutja	cutje	cutte	cutnim	cutnit	cutnin	cuta	cute	cuti	cutëm	cutët	cutën	cutkam	cutke	cutka	cutkemi	cutkeni	cutkan	cutkësha	cutkëshe	cutkësh	cutkëshim	cutkëshit	cutkëshin	cut	cutni	cutur
cyt	cyt	cyt	cyt	cytim	cytni	cytin	cytja	cytje	cytte	cytnim	cytnit	cytnin	cyta	cyte	cyti	cytëm	cytët	cytën	cytkam	cytke	cytka	cytkemi	cytkeni	cytkan	cytkësha	cytkëshe	cytkësh	cytkëshim	cytkëshit	cytkëshin	cyt	cytni	cytur
cyth	cyth	cyth	cyth	cythim	cythni	cythin	cythja	cythje	cythte	cythnim	cythnit	cythnin	cytha	cythe	cythi	cythëm	cythët	cythën	cythkam	cythke	cythka	cythkemi	cythkeni	cythkan	cythkësha	cythkëshe	cythkësh	cythkëshim	cythkëshit	cythkëshin	cyth	cythni	cythur
cërcërit	cërcërit	cërcërit	cërcërit	cërcëritim	cërcëritni	cërcëritin	cërcëritja	cërcëritje	cërcëritte	cërcëritnim	cërcëritnit	cërcëritnin	cërcërita	cërcërite	cërcëriti	cërcëritëm	cërcëritët	cërcëritën	cërcëritkam	cërcëritke	cërcëritka	cërcëritkemi	cërcëritkeni	cërcëritkan	cërcëritkësha	cërcëritkëshe	cërcëritkësh	cërcëritkëshim	cërcëritkëshit	cërcëritkëshin	cërcërit	cërcëritni	cërcëritur
cërij	cërij	cërin	cërin	cërijmë	cërini	cërijnë	cërija	cërije	cërinte	cërinim	cërinit	cërinin	cëriva	cërive	cëriu	cërimë	cëritë	cërinë	cërikam	cërike	cërika	cërikemi	cërikeni	cërikan	cërikësha	cërikëshe	cërikësh	cërikëshim	cërikëshit	cërikëshin	cëri	cërini	cërirë
cërkit	cërkit	cërkit	cërkit	cërkitim	cërkitni	cërkitin	cërkitja	cërkitje	cërkitte	cërkitnim	cërkitnit	cërkitnin	cërkita	cërkite	cërkiti	cërkitëm	cërkitët	cërkitën	cërkitkam	cërkitke	cërkitka	cërkitkemi	cërkitkeni	cërkitkan	cërkitkësha	cërkitkëshe	cërkitkësh	cërkitkëshim	cërkitkëshit	cërkitkëshin	cërkit	cërkitni	cërkitur
daj	daj	dan	dan	dajmë	dani	dajnë	daja	daje	dante	danim	danit	danin	dava	dave	dau	damë	datë	danë	dakam	dake	daka	dakemi	dakeni	dakan	dakësha	dakëshe	dakësh	dakëshim	dakëshit	dakëshin	daj	dani	darë
dars	dars	dars	dars	darsim	darsni	darsin	darsja	darsje	darste	darsnim	darsnit	darsnin	darsa	darse	darsi	darsëm	darsët	darsën	darskam	darske	darska	darskemi	darskeni	darskan	darskësha	darskëshe	darskësh	darskëshim	darskëshit	darskëshin	dars	darsni	darsur
dashurohem	dashurohem	dashurohesh	dashurohet	dashurohemi	dashuroheni	dashurohen	dashurohesha	dashuroheshe	dashurohej	dashuroheshim	dashuroheshit	dashuroheshin	dashurova	dashurove	dashuroi	dashuruam	dashuruat	dashuruan	dashuruakam	dashuruake	dashuruaka	dashuruakemi	dashuruakeni	dashuruakan	dashuruakësha	dashuruakëshe	dashuruakësh	dashuruakëshim	dashuruakëshit	dashuruakëshin	dashuro	dashurohuni	dashuruar
degjôj	degjoj	degjon	degjon	degjojmë	degjoni	degjojnë	degjoja	degjoje	degjonte	degjonim	degjonit	degjonin	degjova	degjove	degjoi	degjuam	degjuat	degjuan	degjuakam	degjuake	degjuaka	degjuakemi	degjuakeni	degjuakan	degjuakësha	degjuakëshe	degjuakësh	degjuakëshim	degjuakëshit	degjuakëshin	degjo	degjoni	degjuar
dend	dend	dend	dend	dendim	dendni	dendin	dendja	dendje	dendte	dendnim	dendnit	dendnin	denda	dende	dendi	dendëm	dendët	dendën	dendkam	dendke	dendka	dendkemi	dendkeni	dendkan	dendkësha	dendkëshe	dendkësh	dendkëshim	dendkëshit	dendkëshin	dend	dendni	dendur
derdh	derdh	derdh	derdh	derdhim	derdhni	derdhin	derdhja	derdhje	derdhte	derdhnim	derdhnit	derdhnin	derdha	derdhe	derdhi	derdhëm	derdhët	derdhën	derdhkam	derdhke	derdhka	derdhkemi	derdhkeni	derdhkan	derdhkësha	derdhkëshe	derdhkësh	derdhkëshim	derdhkëshit	derdhkëshin	derdh	derdhni	derdhur
dhel	dhel	dhel	dhel	dhelim	dhelni	dhelin	dhelja	dhelje	dhelte	dhelnim	dhelnit	dhelnin	dhela	dhele	dheli	dhelëm	dhelët	dhelën	dhelkam	dhelke	dhelka	dhelkemi	dhelkeni	dhelkan	dhelkësha	dhelkëshe	dhelkësh	dhelkëshim	dhelkëshit	dhelkëshin	dhel	dhelni	dhelur
dhemb	dhemb	dhemb	dhemb	dhembim	dhembni	dhembin	dhembja	dhembje	dhembte	dhembnim	dhembnit	dhembnin	dhemba	dhembe	dhembi	dhembëm	dhembët	dhembën	dhembkam	dhembke	dhembka	dhembkemi	dhembkeni	dhembkan	dhembkësha	dhembkëshe	dhembkësh	dhembkëshim	dhembkëshit	dhembkëshin	dhemb	dhembni	dhembur
dhez	dhez	dhez	dhez	dhezim	dhezni	dhezin	dhezja	dhezje	dhezte	dheznim	dheznit	dheznin	dheza	dheze	dhezi	dhezëm	dhezët	dhezën	dhezkam	dhezke	dhezka	dhezkemi	dhezkeni	dhezkan	dhezkësha	dhezkëshe	dhezkësh	dhezkëshim	dhezkëshit	dhezkëshin	dhez	dhezni	dhezur
dhumit	dhumit	dhumit	dhumit	dhumitim	dhumitni	dhumitin	dhumitja	dhumitje	dhumitte	dhumitnim	dhumitnit	dhumitnin	dhumita	dhumite	dhumiti	dhumitëm	dhumitët	dhumitën	dhumitkam	dhumitke	dhumitka	dhumitkemi	dhumitkeni	dhumitkan	dhumitkësha	dhumitkëshe	dhumitkësh	dhumitkëshim	dhumitkëshit	dhumitkëshin	dhumit	dhumitni	dhumitur
di	di	di	di	dimë	dini	dinë	dija	dije	dinte	dinim	dinit	dinin	dita	dite	diti	ditëm	ditët	ditën	ditkam	ditke	ditka	ditkemi	ditkeni	ditkan	ditkësha	ditkëshe	ditkësh	ditkëshim	ditkëshit	ditkëshin	di	dini	dirë
dihat	dihat	dihat	dihat	dihatim	dihatni	dihatin	dihatja	dihatje	dihatte	dihatnim	dihatnit	dihatnin	dihata	dihate	dihati	dihatëm	dihatët	dihatën	dihatkam	dihatke	dihatka	dihatkemi	dihatkeni	dihatkan	dihatkësha	dihatkëshe	dihatkësh	dihatkëshim	dihatkëshit	dihatkëshin	dihat	dihatni	dihatur
djeg	djeg	djeg	djeg	djegim	digjni	djegin	digjja	digjje	digjte	digjnim	digjnit	digjnin	dogja	dogje	dogji	dogjëm	dogjët	dogjën	djegkam	djegke	djegka	djegkemi	djegkeni	djegkan	djegkësha	djegkëshe	djegkësh	djegkëshim	djegkëshit	djegkëshin	digj	digjni	djegur
djerr	djerr	djerr	djerr	djerrim	dirrni	djerrin	dirrja	dirrje	dirrte	dirrnim	dirrnit	dirrnin	dorra	dorre	dorri	dorrëm	dorrët	dorrën	djerrkam	djerrke	djerrka	djerrkemi	djerrkeni	djerrkan	djerrkësha	djerrkëshe	djerrkësh	djerrkëshim	djerrkëshit	djerrkëshin	dirr	dirrni	djerrë
djersij	djersij	djersin	djersin	djersijmë	djersini	djersijnë	djersija	djersije	djersinte	djersinim	djersinit	djersinin	djersiva	djersive	djersiu	djersimë	djersitë	djersinë	djersikam	djersike	djersika	djersikemi	djersikeni	djersikan	djersikësha	djersikëshe	djersikësh	djersikëshim	djersikëshit	djersikëshin	djersi	djersini	djersirë
don	dua	do	do	duam	doni	duan	doja	doje	donte	donim	donit	donin	desha	deshe	deshi	deshëm	deshët	deshën	dashkam	dashke	dashka	dashkemi	dashkeni	dashkan	dashkësha	dashkëshe	dashkësh	dashkëshim	dashkëshit	dashkëshin	duaj	doni	dashtë
dorëzohem	dorëzohem	dorëzohesh	dorëzohet	dorëzohemi	dorëzoheni	dorëzohen	dorëzohesha	dorëzoheshe	dorëzohej	dorëzoheshim	dorëzoheshit	dorëzoheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dorëzohu	dorëzohuni	dorëzuar
dredh	dredh	dredh	dredh	dredhim	dredhni	dredhin	dridhja	dridhje	dridhte	dridhnim	dridhnit	dridhnin	drodha	drodhe	drodhi	drodhëm	drodhët	drodhën	dredhkam	dredhke	dredhka	dredhkemi	dredhkeni	dredhkan	dredhkësha	dredhkëshe	dredhkësh	dredhkëshim	dredhkëshit	dredhkëshin	dridh	dridhni	dredhur
dremit	dremit	dremit	dremit	dremitim	dremitni	dremitin	dremitja	dremitje	dremitte	dremitnim	dremitnit	dremitnin	dremita	dremite	dremiti	dremitëm	dremitët	dremitën	dremitkam	dremitke	dremitka	dremitkemi	dremitkeni	dremitkan	dremitkësha	dremitkëshe	dremitkësh	dremitkëshim	dremitkëshit	dremitkëshin	dremit	dremitni	dremitur
drudh	drudh	drudh	drudh	drudhim	drudhni	drudhin	drudhja	drudhje	drudhte	drudhnim	drudhnit	drudhnin	drudha	drudhe	drudhi	drudhëm	drudhët	drudhën	drudhkam	drudhke	drudhka	drudhkemi	drudhkeni	drudhkan	drudhkësha	drudhkëshe	drudhkësh	drudhkëshim	drudhkëshit	drudhkëshin	drudh	drudhni	drudhur
dua	dua	do	do	duam	doni	duan	doja	doje	donte	donim	donit	donin	desha	deshe	deshi	deshëm	deshët	deshën	dashkam	dashke	dashka	dashkemi	dashkeni	dashkan	dashkësha	dashkëshe	dashkësh	dashkëshim	dashkëshit	dashkëshin	duaj	doni	dashur
duartrokas	duartrokas	duartroket	duartroket	duartrokasim	duartrokitni	duartrokasin	duartrokitja	duartrokitje	duartrokiste	duartrokitnim	duartrokitnit	duartrokitnin	duartrokita	duartrokite	duartrokiti	duartrokitëm	duartrokitët	duartrokitën	duartrokitkam	duartrokitke	duartrokitka	duartrokitkemi	duartrokitkeni	duartrokitkan	duartrokitkësha	duartrokitkëshe	duartrokitkësh	duartrokitkëshim	duartrokitkëshit	duartrokitkëshin	duartrokit	duartrokitni	duartrokitur
duhem	duhem	duhesh	duhet	duhemi	duheni	duhen	duhesha	duheshe	duhej	duheshim	duheshit	duheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Duhju!	Duhuni!	dashur
duk	duk	duk	duk	dukim	dukni	dukin	dukja	dukje	dukte	duknim	duknit	duknin	duka	duke	duk	dukëm	dukët	dukën	dukam	duke	duka	dukemi	dukeni	dukan	dukësha	dukëshe	dukej	dukëshim	dukëshit	dukëshin	Dok!	Dokni!	dukur
dukem	dukem	dukesh	duket	dukemi	dukeni	duken	dukesha	dukeshe	dukej	dukeshim	dukeshit	dukeshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	duku	dukuni	dukur
dynd	dynd	dynd	dynd	dyndim	dyndni	dyndin	dyndja	dyndje	dyndte	dyndnim	dyndnit	dyndnin	dynda	dynde	dyndi	dyndëm	dyndët	dyndën	dyndkam	dyndke	dyndka	dyndkemi	dyndkeni	dyndkan	dyndkësha	dyndkëshe	dyndkësh	dyndkëshim	dyndkëshit	dyndkëshin	dynd	dyndni	dyndur
dëfrej	dëfrej	dëfren	dëfren	dëfrejmë	dëfreni	dëfrejnë	dëfreja	dëfreje	dëfrente	dëfrenim	dëfrenit	dëfrenin	dëfreva	dëfreve	dëfreu	dëfryem	dëfryet	dëfryen	dëfryekam	dëfryeke	dëfryeka	dëfryekemi	dëfryekeni	dëfryekan	dëfryekësha	dëfryekëshe	dëfryekësh	dëfryekëshim	dëfryekëshit	dëfryekëshin	dëfre	dëfreni	dëfryer
dëftohem	dëftohem	dëftohesh	dëftohet	dëftohemi	dëftoheni	dëftohen	dëftohesha	dëftoheshe	dëftohej	dëftoheshim	dëftoheshit	dëftoheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dëftohu	dëftohuni	dëftuar
dëlir	dëlir	dëlir	dëlir	dëlirim	dëlirni	dëlirin	dëlirja	dëlirje	dëlirte	dëlirnim	dëlirnit	dëlirnin	dëlira	dëlire	dëliri	dëlirëm	dëlirët	dëlirën	dëlirkam	dëlirke	dëlirka	dëlirkemi	dëlirkeni	dëlirkan	dëlirkësha	dëlirkëshe	dëlirkësh	dëlirkëshim	dëlirkëshit	dëlirkëshin	dëlir	dëlirni	dëlirur
dëmshpërblej	dëmshpërblej	dëmshpërblen	dëmshpërblen	dëmshpërblejmë	dëmshpërbleni	dëmshpërblejnë	dëmshpërbleja	dëmshpërbleje	dëmshpërblente	dëmshpërblenim	dëmshpërblenit	dëmshpërblenin	dëmshpërbleva	dëmshpërbleve	dëmshpërbleu	dëmshpërblyem	dëmshpërblyet	dëmshpërblyen	dëmshpërblyekam	dëmshpërblyeke	dëmshpërblyeka	dëmshpërblyekemi	dëmshpërblyekeni	dëmshpërblyekan	dëmshpërblyekësha	dëmshpërblyekëshe	dëmshpërblyekësh	dëmshpërblyekëshim	dëmshpërblyekëshit	dëmshpërblyekëshin	dëmshpërble	dëmshpërbleni	dëmshpërblyer
eci	eci	ec	ec	ecim	ecni	ecin	ecja	ecje	ecte	ecnim	ecnit	ecnin	eca	ece	ecu	ecëm	ecët	ecën	eckam	ecke	ecka	eckemi	eckeni	eckan	eckësha	eckëshe	eckësh	eckëshim	eckëshit	eckëshin	ec	ecni	ecur
eh	eh	eh	eh	ehemi	eheni	ehen	ehesha	eheshe	ehej	eheshim	eheshit	ehnin	eha	ehe	ehu	ehëm	ehët	ehën	ehkam	ehke	ehka	ehkemi	ehkeni	ehkan	ehkësha	ehkëshe	ehkej	ehkëshim	ehkëshit	ehkëshin	Eh!	Ehni!	ehur
end	end	end	end	endim	endni	endin	endja	endje	endte	endnim	endnit	endnin	enda	ende	endi	endëm	endët	endën	endkam	endke	endka	endkemi	endkeni	endkan	endkësha	endkëshe	endkësh	endkëshim	endkëshit	endkëshin	end	endni	endur
eth	eth	eth	eth	ethim	ethni	ethin	ethja	ethje	ethte	ethnim	ethnit	ethnin	etha	ethe	ethi	ethëm	ethët	ethën	ethkam	ethke	ethka	ethkemi	ethkeni	ethkan	ethkësha	ethkëshe	ethkësh	ethkëshim	ethkëshit	ethkëshin	eth	ethni	ethur
fend	fend	fend	fend	fendim	fendni	fendin	fendja	fendje	fendte	fendnim	fendnit	fendnin	fenda	fende	fendi	fendëm	fendët	fendën	fendkam	fendke	fendka	fendkemi	fendkeni	fendkan	fendkësha	fendkëshe	fendkësh	fendkëshim	fendkëshit	fendkëshin	fend	fendni	fendur
festohem	festohem	festohesh	festohet	festohemi	festoheni	festohen	festohesha	festoheshe	festohej	festoheshim	festoheshit	festoheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	festohu	festohuni	festuar
fic	fic	fic	fic	ficim	ficni	ficin	ficja	ficje	ficte	ficnim	ficnit	ficnin	fica	fice	fici	ficëm	ficët	ficën	fickam	ficke	ficka	fickemi	fickeni	fickan	fickësha	fickëshe	fickësh	fickëshim	fickëshit	fickëshin	fic	ficni	ficur
fik	fik	fik	fik	fikim	fikni	fikin	fikja	fikje	fikte	fiknim	fiknit	fiknin	fika	fike	fiku	fikëm	fikët	fikën	fikkam	fikke	fikka	fikkemi	fikkeni	fikkan	fikkësha	fikkëshe	fikkësh	fikkëshim	fikkëshit	fikkëshin	fik	fikni	fikur
fishk	fishk	fishk	fishk	fishkim	fishkni	fishkin	fishkja	fishkje	fishkte	fishknim	fishknit	fishknin	fishka	fishke	fishku	fishkëm	fishkët	fishkën	fishkkam	fishkke	fishkka	fishkkemi	fishkkeni	fishkkan	fishkkësha	fishkkëshe	fishkkësh	fishkkëshim	fishkkëshit	fishkkëshin	fishk	fishkni	fishkur
