# lemma(1sg.pres)	V;IND;PRS;1;SG	V;IND;PRS;2;SG	V;IND;PRS;3;SG	V;IND;PRS;1;PL	V;IND;PRS;2;PL	V;IND;PRS;3;PL	V;IND;PST;1;SG	V;IND;PST;2;SG	V;IND;PST;3;SG	V;IND;PST;1;PL	V;IND;PST;2;PL	V;IND;PST;3;PL	V;IND;PROG;PST;1;SG	V;IND;PROG;PST;2;SG	V;IND;PROG;PST;3;SG	V;IND;PROG;PST;1;PL	V;IND;PROG;PST;2;PL	V;IND;PROG;PST;3;PL	V;IMP;2;SG	V;IMP;2;PL	V.CVB	V.PTCP;ACT;PST;MASC;SG;INDF	V.PTCP;ACT;PST;FEM;SG;INDF	V.PTCP;ACT;PST;NEUT;SG;INDF	V.PTCP;ACT;PST;PL;INDF	V.PTCP;ACT;PST;NFH;MASC;SG;INDF	V.PTCP;ACT;PST;NFH;FEM;SG;INDF	V.PTCP;ACT;PST;NFH;NEUT;SG;INDF	V.PTCP;ACT;PST;NFH;PL;INDF	V.PTCP;ACT;PRS;MASC;SG;INDF	V.PTCP;ACT;PRS;FEM;SG;INDF	V.PTCP;ACT;PRS;NEUT;SG;INDF	V.PTCP;ACT;PRS;PL;INDF	V.PTCP;PASS;PST;MASC;SG;INDF	V.PTCP;PASS;PST;FEM;SG;INDF	V.PTCP;PASS;PST;NEUT;SG;INDF	V.PTCP;PASS;PST;PL;INDF	V.MSDR;NEUT;SG;INDF	V.MSDR;PL;INDF  ("-" = productive default)
ликувам	-	-	-	-	-	-	ликувах	ликува	ликува	ликувахме	ликувахте	ликуваха	ликувах	ликуваше	ликуваше	ликувахме	ликувахте	ликуваха	ликуваи	ликуваите	ликуваики	ликувал	ликувала	ликувало	ликували	ликувал	ликувала	ликувало	ликували	ликуващ	ликуваща	ликуващо	ликуващи	-	-	-	-	ликуване	ликуванета
линея	линея	линееш	линее	линеем	линеете	линеят	линях	линя	линя	линяхме	линяхте	линяха	линеех	линееше	линееше	линеехме	линеехте	линееха	линеи	линеите	линееики	линял	линяла	линяло	линели	линеел	линеела	линеело	линеели	линеещ	линееща	линеещо	линеещи	-	-	-	-	линеене	линеенета
липсвам	-	-	-	-	-	-	липсвах	липсва	липсва	липсвахме	липсвахте	липсваха	липсвах	липсваше	липсваше	липсвахме	липсвахте	липсваха	липсваи	липсваите	липсваики	липсвал	липсвала	липсвало	липсвали	липсвал	липсвала	липсвало	липсвали	липсващ	липсваща	липсващо	липсващи	-	-	-	-	липсване	липсванета
литам	лидам	лидаш	лида	лидаме	лидате	лидат	лидах	лида	лида	лидахме	лидахте	лидаха	лидах	лидаше	лидаше	лидахме	лидахте	лидаха	лидаи	лидаите	лидаики	лидал	лидала	лидало	лидали	лидал	лидала	лидало	лидали	лидащ	лидаща	лидащо	лидащи	лидан	лидана	лидано	лидани	лидане	лиданета
лича	лича	личиш	личи	личим	личите	личат	личих	личи	личи	личихме	личихте	личиха	личах	личеше	личеше	личахме	личахте	личаха	личи	личете	личеики	личил	личила	личило	личили	личал	личала	личало	личали	личащ	личаща	личащо	личащи	личен	личена	личено	личени	личене	личенета
лиша	лиша	лишиш	лиши	лишим	лишите	лишат	лиших	лиши	лиши	лишихме	лишихте	лишиха	лишах	лишеше	лишеше	лишахме	лишахте	лишаха	лиши	лишете	лишеики	лишил	лишила	лишило	лишили	лишал	лишала	лишало	лишали	лишащ	лишаща	лишащо	лишащи	лишен	лишена	лишено	лишени	лишене	лишенета
лия	лия	лиеш	лие	лием	лиете	лият	лих	ли	ли	лихме	лихте	лиха	лиех	лиеше	лиеше	лиехме	лиехте	лиеха	лии	лиите	лиеики	лил	лила	лило	лили	лиел	лиела	лиело	лиели	лиещ	лиеща	лиещо	лиещи	лит	лита	лито	лити	лиене	лиенета
ловувам	-	-	-	-	-	-	ловувах	ловува	ловува	ловувахме	ловувахте	ловуваха	ловувах	ловуваше	ловуваше	ловувахме	ловувахте	ловуваха	ловуваи	ловуваите	ловуваики	ловувал	ловувала	ловувало	ловували	ловувал	ловувала	ловувало	ловували	ловуващ	ловуваща	ловуващо	ловуващи	ловуван	ловувана	ловувано	ловувани	ловуване	ловуванета
ловя	ловя	ловиш	лови	ловим	ловите	ловят	лових	лови	лови	ловихме	ловихте	ловиха	ловях	ловеше	ловеше	ловяхме	ловяхте	ловяха	лови	ловете	ловеики	ловил	ловила	ловило	ловили	ловял	ловяла	ловяло	ловели	ловящ	ловяща	ловящо	ловящи	ловен	ловена	ловено	ловени	ловене	ловенета
ломотя	ломотя	ломотиш	ломоти	ломотим	ломотите	ломотят	ломотих	ломоти	ломоти	ломотихме	ломотихте	ломотиха	ломотех	ломотеше	ломотеше	ломотехме	ломотехте	ломотеха	ломоти	ломотете	ломотеики	ломотил	ломотила	ломотило	ломотили	ломотел	ломотела	ломотело	ломотели	ломотещ	ломотеща	ломотещо	ломотещи	-	-	-	-	ломотене	ломотенета
ломя	ломя	ломиш	ломи	ломим	ломите	ломят	ломих	ломи	ломи	ломихме	ломихте	ломиха	ломях	ломеше	ломеше	ломяхме	ломяхте	ломяха	ломи	ломете	ломеики	ломил	ломила	ломило	ломили	ломял	ломяла	ломяло	ломели	ломящ	ломяща	ломящо	ломящи	ломен	ломена	ломено	ломени	ломене	ломенета
лоча	лоча	лочеш	лоче	лочем	лочете	лочат	локах	лока	лока	локахме	локахте	локаха	лочех	лочеше	лочеше	лочехме	лочехте	лочеха	лочи	лочете	лочеики	локал	локала	локало	локали	лочел	лочела	лочело	лочели	лочещ	лочеща	лочещо	лочещи	локан	локана	локано	локани	локане	локанета
